order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,delivery_delay,delivery_time,order_year_month,order_year,order_month,customer_zip_code_prefix,customer_city,customer_state
xZJb78ePBnm7,IiwnGmwIP4pu,delivered,2018-08-02 22:27:23,2018-08-02 22:43:54,2018-08-08 22:12:40,2018-08-09,-1.0,5.0,2018-08,2018,8,3471,balneario camboriu,SC
9F9zNXJEPO5b,4xEtsbF1j3f9,delivered,2018-07-24 01:08:54,2018-07-24 10:40:14,2018-07-31 17:38:31,2018-08-16,-16.0,7.0,2018-07,2018,7,2416,campo verde,MT
oknLP3BvRCYA,evKuPhhdxbr9,shipped,2018-09-03 09:06:57,2018-09-03 17:40:06,,2018-09-06,,,2018-09,2018,9,24941,sao paulo,SP
p9Eyu1hJmbTT,P2o0he5H9RW7,delivered,2018-03-13 18:01:58,2018-03-13 19:00:27,2018-03-20 00:48:39,2018-04-04,-15.0,6.0,2018-03,2018,3,9634,sao paulo,SP
XQ3dRC4Z3ted,6plAQb6YKeXp,delivered,2018-07-02 19:41:29,2018-07-05 16:26:51,2018-07-20 15:36:53,2018-07-25,-5.0,17.0,2018-07,2018,7,98500,campo alegre de minas,MG
yHtxL7W23GUi,Pnw5zH0pawmV,delivered,2018-02-15 07:45:24,2018-02-16 07:50:44,2018-03-23 21:19:00,2018-03-08,15.0,36.0,2018-02,2018,2,29023,mombuca,SP
qzYpKFjxHn0K,3V19zX1FQ3Dj,delivered,2018-03-02 22:53:20,2018-03-02 23:10:27,2018-03-21 18:08:51,2018-03-23,-2.0,18.0,2018-03,2018,3,48440,juiz de fora,MG
40Q0jGPcR8Nz,5L4H2eSZOvCI,delivered,2017-04-18 11:50:21,2017-04-19 02:45:48,2017-05-05 20:22:01,2017-05-10,-5.0,17.0,2017-04,2017,4,55410,jundiai,SP
musf5xR6pFWa,nUYXLoGkM1Ta,processing,2017-02-27 11:18:01,2017-02-27 11:25:12,,2017-03-22,,,2017-02,2017,2,32412,santa fe do sul,SP
88MYn4fU58j9,cEXsu10OGEyr,delivered,2017-11-25 01:06:42,2017-11-25 03:52:51,2017-12-07 21:17:07,2017-12-22,-15.0,12.0,2017-11,2017,11,30870,goianesia,GO
bXOJbO49MsGg,9H6VDAw2Mter,delivered,2017-04-04 19:53:50,2017-04-04 20:05:08,2017-04-07 11:46:53,2017-04-25,-18.0,2.0,2017-04,2017,4,73272,ferraz de vasconcelos,SP
Nrd5qpYHWzVP,Q6SOKM7HgCw7,delivered,2018-07-12 21:30:21,2018-07-12 21:44:00,2018-07-15 13:04:07,2018-07-24,-9.0,2.0,2018-07,2018,7,29317,sao paulo,SP
W6tEgF7rQRVT,LM5yA5wYuhXr,delivered,2017-12-06 10:09:03,2017-12-06 10:30:35,2017-12-18 18:56:35,2018-01-03,-16.0,12.0,2017-12,2017,12,2220,itajai,SC
XUSdP2tvrK97,AqVtJz5bKrN4,delivered,2018-01-15 23:15:27,2018-01-15 23:29:51,2018-01-27 12:38:43,2018-02-16,-20.0,11.0,2018-01,2018,1,5508,curitiba,PR
vMzZ2Hx0dQbx,JEsP03UauOC0,delivered,2018-05-05 16:34:38,2018-05-07 08:33:16,2018-05-17 17:38:24,2018-05-30,-13.0,12.0,2018-05,2018,5,2018,brasilia,DF
YeUdIaC70WNX,cA1gI9TtEhol,delivered,2017-09-11 19:39:43,2017-09-11 19:50:23,2017-09-13 13:55:38,2017-09-28,-15.0,1.0,2017-09,2017,9,8531,sao paulo,SP
vBs1PsgR3Ia9,a3YVfUdEodaV,delivered,2018-03-26 11:52:38,2018-03-26 12:10:25,2018-03-29 21:03:55,2018-04-06,-8.0,3.0,2018-03,2018,3,36051,sao jose do rio preto,SP
ZIKyM7tm03Oh,NPEjDdDnsqsU,delivered,2018-01-08 12:25:43,2018-01-08 12:35:51,2018-01-19 16:06:26,2018-02-08,-20.0,11.0,2018-01,2018,1,6775,sao paulo,SP
HI9zck5B7fwZ,I4SJv5tbJf1M,delivered,2017-06-04 14:53:58,2017-06-06 13:10:20,2017-06-19 18:03:57,2017-06-19,0.0,15.0,2017-06,2017,6,35044,campinas,SP
IfVTq3baan1w,cmCfBye7ANV8,delivered,2017-07-09 12:43:10,2017-07-09 12:55:20,2017-07-22 14:52:11,2017-08-03,-12.0,13.0,2017-07,2017,7,6833,campo grande,MS
G9lOsTbvsgGG,Csvtj6uHF1Im,delivered,2017-08-13 20:41:42,2017-08-13 20:55:15,2017-08-24 22:09:48,2017-09-08,-15.0,11.0,2017-08,2017,8,41290,sapucaia do sul,RS
C8DAkrWqx3uh,7NZB4IgIuHiF,delivered,2018-01-20 17:59:58,2018-01-20 18:30:28,2018-02-17 13:15:03,2018-02-14,3.0,27.0,2018-01,2018,1,3928,rio de janeiro,RJ
SHSKTF0V4GAj,4gfeSHMzDoR1,delivered,2018-08-25 11:24:27,2018-08-25 11:35:18,2018-08-30 19:54:25,2018-09-19,-20.0,5.0,2018-08,2018,8,35408,araucaria,PR
7El1EKpI68Wa,KayP0Dx1kz72,delivered,2018-05-13 16:04:51,2018-05-13 16:15:16,2018-06-19 20:16:35,2018-06-13,6.0,37.0,2018-05,2018,5,13273,santarem,PA
CGxRhAFTs21N,8G7zBSVFKalC,delivered,2018-06-28 13:05:45,2018-06-29 02:55:24,2018-07-04 13:52:59,2018-07-18,-14.0,6.0,2018-06,2018,6,4250,osasco,SP
L0QU8f7lntac,rTWHAJByOtBd,delivered,2018-03-28 15:01:02,2018-03-28 15:10:16,2018-05-04 18:48:50,2018-05-16,-12.0,37.0,2018-03,2018,3,38415,rio de janeiro,RJ
YmQ1idCGsJOH,7AT1o5AqGKLj,delivered,2018-08-06 21:19:27,2018-08-06 21:30:30,2018-08-14 15:42:51,2018-08-20,-6.0,7.0,2018-08,2018,8,44006,vazante,MG
ZXSDhowlKxV9,5DRFbmky9Gp7,delivered,2017-07-29 10:47:22,2017-07-29 10:55:16,2017-08-02 20:34:52,2017-08-18,-16.0,4.0,2017-07,2017,7,8579,sao paulo,SP
mqcLRgrnZAbJ,pdSNKZ1djpyx,delivered,2017-05-22 23:49:44,2017-05-23 01:05:25,2017-05-30 14:47:22,2017-06-13,-14.0,7.0,2017-05,2017,5,65368,rio de janeiro,RJ
BrHg2LavAJ3Y,4BxrQwLhWQc1,delivered,2018-06-04 22:44:24,2018-06-04 23:10:31,2018-06-12 19:03:21,2018-07-05,-23.0,7.0,2018-06,2018,6,35701,sao paulo,SP
ZUjd3OtArtHf,7lelaK8MLVI7,delivered,2017-07-10 23:46:29,2017-07-10 23:55:15,2017-07-13 18:29:13,2017-07-25,-12.0,2.0,2017-07,2017,7,79410,sao paulo,SP
UdDn49akO2FP,yNQWrwH94ggg,delivered,2018-08-01 08:37:07,2018-08-01 08:50:14,2018-08-07 19:48:37,2018-08-16,-9.0,6.0,2018-08,2018,8,28611,cachoeiro de itapemirim,ES
PBOx5RI6IJ5H,knuLm9Hso6cV,delivered,2018-02-22 20:25:24,2018-02-22 20:45:32,2018-03-15 17:42:44,2018-03-14,1.0,20.0,2018-02,2018,2,85940,rio de janeiro,RJ
2FTFFFkRPwRg,2IP7pExS7rTg,delivered,2018-08-06 23:33:13,2018-08-06 23:45:20,2018-08-17 13:37:41,2018-08-28,-11.0,10.0,2018-08,2018,8,23016,maracaju,MS
ENwtZjbHfA0x,YDFwZd8oGG5d,delivered,2018-06-05 20:07:43,2018-06-05 20:32:58,2018-06-14 10:02:09,2018-07-25,-41.0,8.0,2018-06,2018,6,13406,xexeu,PE
baHZ0g4lrAkp,ZSPH3bIgJ1Fq,delivered,2017-08-11 11:09:29,2017-08-11 11:25:07,2017-08-23 17:30:48,2017-09-13,-21.0,12.0,2017-08,2017,8,79331,sapezal,MT
loJfOx6aDBxC,GdD6oGJli7JC,delivered,2017-04-22 11:42:28,2017-04-22 11:50:19,2017-05-11 10:47:59,2017-05-26,-15.0,18.0,2017-04,2017,4,59068,icapui,CE
B8lsLQBPHEP4,KZJ5oUK9vzHI,delivered,2018-04-09 22:11:01,2018-04-10 00:15:31,2018-04-16 17:16:52,2018-05-03,-17.0,6.0,2018-04,2018,4,75836,praia grande,SP
UrHTzgeVXvuV,Vlm9sIx9q4Vy,delivered,2018-08-14 17:19:53,2018-08-15 08:45:12,2018-08-23 18:04:39,2018-09-06,-14.0,9.0,2018-08,2018,8,11628,sao goncalo,RJ
zBUTsZQasrxv,HDWvFk2f0Wr7,delivered,2017-04-11 16:47:52,2017-04-12 16:55:19,2017-04-19 15:43:54,2017-05-09,-20.0,7.0,2017-04,2017,4,13857,franca,SP
hYeKmizUSeaR,9etWvaDCfJES,delivered,2017-12-03 21:31:03,2017-12-03 22:58:09,2017-12-07 20:44:57,2017-12-20,-13.0,3.0,2017-12,2017,12,52150,goiania,GO
W39BLoDo2sRK,9z1HPf0zAtTU,delivered,2018-03-20 10:26:50,2018-03-21 02:51:00,2018-04-25 21:32:43,2018-04-11,14.0,36.0,2018-03,2018,3,58187,sao joao da barra,RJ
9ZkedCP7ElbF,rw8xNvwdiRoB,delivered,2018-02-13 16:35:48,2018-02-13 16:47:58,2018-03-12 16:38:43,2018-03-16,-4.0,27.0,2018-02,2018,2,3961,crato,CE
h0jgZjF3VNId,6nFESSKK8NZ2,delivered,2017-05-31 15:13:26,2017-05-31 15:30:15,2017-06-22 14:52:55,2017-07-07,-15.0,21.0,2017-05,2017,5,6170,maragogi,AL
FFC99aoaUhSy,elae68KVpbuT,delivered,2018-05-30 23:21:36,2018-05-30 23:35:23,2018-06-07 19:16:36,2018-07-04,-27.0,7.0,2018-05,2018,5,70234,barbacena,MG
0r8njftGFz5E,Aw3eskbs4C5j,delivered,2018-05-20 12:10:01,2018-05-20 12:30:32,2018-05-23 22:08:51,2018-06-04,-12.0,3.0,2018-05,2018,5,3820,sao paulo,SP
zR96YvBdv33y,wf5Y3CqWNhsA,delivered,2017-12-08 17:15:33,2017-12-08 17:30:31,2017-12-13 19:49:08,2018-01-03,-21.0,5.0,2017-12,2017,12,97700,uniao da vitoria,PR
Uso7EoEPMrLU,rKJOxQc2PTfc,delivered,2017-01-19 22:26:59,,2017-02-06 14:22:19,2017-03-16,-38.0,17.0,2017-01,2017,1,5707,conselheiro lafaiete,MG
DVDKsoCVfi3I,vNIFLkVltJFM,delivered,2018-05-04 13:13:49,2018-05-04 13:33:08,2018-05-15 15:21:48,2018-05-28,-13.0,11.0,2018-05,2018,5,60441,macae,RJ
eKwgWyxW46os,V63W0vx9vJNv,delivered,2018-02-27 14:59:25,2018-02-28 15:20:34,2018-03-16 19:08:32,2018-03-26,-10.0,17.0,2018-02,2018,2,64245,ponta pora,MS
mLX7bGzApysE,IW6mxMwN3i3c,delivered,2017-11-15 16:18:30,2017-11-17 03:35:48,2017-12-14 18:37:40,2017-12-06,8.0,29.0,2017-11,2017,11,22630,cabo frio,RJ
Gk7BTmewBSAd,8ZPEkUfTWjBj,delivered,2017-12-01 16:13:05,2017-12-01 16:40:20,2018-01-13 12:49:20,2017-12-29,15.0,42.0,2017-12,2017,12,15080,campos dos goytacazes,RJ
xQfDQwd8MSMB,yrZlqxbXA7XJ,delivered,2018-02-25 09:24:05,2018-02-27 03:31:04,2018-03-15 21:45:32,2018-03-23,-8.0,18.0,2018-02,2018,2,12297,guarapari,ES
ED83DPP9UAKi,VXeEJg5cKEea,delivered,2018-04-14 20:19:07,2018-04-17 05:55:35,2018-05-02 18:41:22,2018-05-17,-15.0,17.0,2018-04,2018,4,72150,recife,PE
PiBNywzNCeDz,0r90pUqDxtNc,delivered,2018-08-08 18:34:29,2018-08-08 18:45:20,2018-08-16 22:31:44,2018-08-24,-8.0,8.0,2018-08,2018,8,45360,maracana,SC
4YFddeKHtDfF,FXhgyA1zksM8,delivered,2017-05-03 13:59:24,2017-05-03 14:10:19,2017-05-08 11:52:06,2017-05-29,-21.0,4.0,2017-05,2017,5,13608,curitiba,PR
iUvAnGFd1F7A,gpMs8TN0vV77,delivered,2018-01-23 12:48:41,2018-01-23 13:02:17,2018-01-25 20:34:57,2018-02-07,-13.0,2.0,2018-01,2018,1,60732,contagem,MG
pYK3KwB30y1V,120im6oZCbe5,delivered,2017-06-20 11:02:24,2017-06-21 02:25:46,2017-06-27 16:03:46,2017-07-10,-13.0,7.0,2017-06,2017,6,3910,orlandia,SP
93mXr6jrvUv5,3pqg1AxiT8LQ,delivered,2017-07-21 09:50:18,2017-07-21 10:03:12,2017-07-29 15:59:31,2017-08-16,-18.0,8.0,2017-07,2017,7,95595,belo horizonte,MG
qhBWua7IZ4lc,ximkZgQovEFL,delivered,2017-10-14 18:50:34,2017-10-14 19:08:22,2017-10-24 18:02:26,2017-11-01,-8.0,9.0,2017-10,2017,10,65035,indaiatuba,SP
cnwETwwEB9Re,Yqhb7dBeZsAX,delivered,2018-06-01 08:21:03,2018-06-02 03:15:21,2018-06-13 00:08:45,2018-07-12,-29.0,11.0,2018-06,2018,6,88311,sao joao nepomuceno,MG
SyQjjMbBaKvu,JpRPseoE9nEE,delivered,2018-03-16 10:20:57,2018-03-20 03:28:48,2018-03-22 21:41:41,2018-03-28,-6.0,6.0,2018-03,2018,3,2873,sorocaba,SP
bdDxTN2N0ZBy,sDvzLhql7u5A,delivered,2018-07-18 14:19:34,2018-07-18 14:30:17,2018-07-20 19:06:49,2018-07-27,-7.0,2.0,2018-07,2018,7,71884,sao paulo,SP
1XWJAxXBtYuW,Z5AHwQM14J3A,delivered,2018-06-08 12:09:39,2018-06-08 12:36:39,,2018-06-26,,,2018-06,2018,6,2349,guarulhos,SP
qOMce9gPFCeA,dKveBtxYZyb9,delivered,2017-03-09 14:00:57,2017-03-09 14:00:57,2017-04-04 06:57:54,2017-04-17,-13.0,25.0,2017-03,2017,3,38056,edeia,GO
9pykMm5wowAK,gJT03x0Hy9rc,delivered,2018-05-03 17:43:11,2018-05-03 18:14:54,2018-05-14 19:52:50,2018-06-05,-22.0,11.0,2018-05,2018,5,23911,rio de janeiro,RJ
5zWtqIZYKnsG,2tNsrPq56ErK,delivered,2017-01-20 14:43:44,2017-01-20 14:55:10,2017-02-17 13:28:01,2017-03-02,-13.0,27.0,2017-01,2017,1,3142,itabira,MG
zkJ3UCjw8ILN,0JHPxmgtfYmi,delivered,2017-12-15 12:21:14,2017-12-15 12:32:56,2017-12-28 19:43:13,2018-01-10,-13.0,13.0,2017-12,2017,12,33943,presidente venceslau,SP
A6zwW0DnRpo5,Psf7zhGtxWs6,delivered,2018-03-07 00:26:12,2018-03-07 01:20:49,2018-03-14 01:03:58,2018-03-19,-5.0,7.0,2018-03,2018,3,95650,campinas,SP
GCOTVjG4JQc6,v55SucNkhbGw,delivered,2017-12-28 16:36:34,2017-12-28 16:47:22,2018-01-04 23:09:24,2018-01-30,-26.0,7.0,2017-12,2017,12,4068,rio de janeiro,RJ
oRra864XG2CG,6ExIOyp0lpwk,delivered,2017-09-14 00:28:58,2017-09-14 00:44:02,2017-09-28 21:32:51,2017-10-04,-6.0,14.0,2017-09,2017,9,46130,sao luis,MA
8zH1M67iA9vh,h6wLfvt4jbfq,delivered,2017-08-29 22:26:30,2017-08-29 22:44:58,2017-09-04 17:51:45,2017-09-21,-17.0,5.0,2017-08,2017,8,12060,raposos,MG
tlvTHX6l63RQ,x4sq3SBSkkqN,delivered,2017-12-30 12:50:05,2018-01-03 04:31:21,2018-01-12 15:27:25,2018-01-18,-6.0,13.0,2017-12,2017,12,5016,sao paulo,SP
LPS9SFX3MHfH,Ir6oUAzeu3yz,delivered,2018-07-28 20:51:37,2018-07-28 21:04:13,2018-08-06 16:26:07,2018-08-15,-9.0,8.0,2018-07,2018,7,30644,sao jose dos campos,SP
JmcWtwH2UOOi,vn2Py5sAxk7w,delivered,2018-08-08 14:18:37,2018-08-08 14:30:12,2018-08-17 01:04:20,2018-08-24,-7.0,8.0,2018-08,2018,8,4367,sao paulo,SP
r7EvGdR3bjpZ,y8MrjeHQLija,delivered,2017-10-06 08:55:04,2017-10-07 02:35:24,2017-10-13 17:54:43,2017-10-30,-17.0,7.0,2017-10,2017,10,93050,tambau,SP
x8NQrYeK2EDX,iikBZ4mR1FyU,delivered,2017-05-21 16:19:58,2017-05-21 16:30:14,2017-05-26 20:49:53,2017-06-13,-18.0,5.0,2017-05,2017,5,1243,rio de janeiro,RJ
sj5cmq2KJ4aN,eN2fipmxvNHi,delivered,2018-06-23 22:04:53,2018-06-23 22:18:46,2018-07-05 16:21:38,2018-07-31,-26.0,11.0,2018-06,2018,6,48610,itapipoca,CE
rXN9aWyzxDan,QJOg4DUURsuj,delivered,2018-02-26 20:00:27,2018-02-26 20:15:32,2018-03-23 21:32:19,2018-04-19,-27.0,25.0,2018-02,2018,2,6023,canaa dos carajas,PA
AiWeepTVKa8k,xD8TqZRtzAs6,delivered,2017-01-05 15:25:04,2017-01-07 03:35:36,2017-01-17 16:09:40,2017-02-13,-27.0,12.0,2017-01,2017,1,2261,curitiba,PR
MPapwgVitFED,zmPUNtU4aZ2k,delivered,2017-10-22 17:23:26,2017-10-22 17:35:24,2017-12-08 18:55:31,2017-11-23,15.0,47.0,2017-10,2017,10,59295,porto alegre,RS
jpyjeE7BgPyu,ErykYkxYq46W,delivered,2018-04-24 23:25:11,2018-04-24 23:35:09,2018-05-05 17:31:33,2018-05-24,-19.0,10.0,2018-04,2018,4,2967,duque de caxias,RJ
Bh6OBniiuXOK,6FbBICA2w4kd,delivered,2018-04-25 09:23:37,2018-04-25 09:35:27,2018-05-05 15:33:33,2018-05-18,-13.0,10.0,2018-04,2018,4,53610,sao jose,SC
AANVIs5q41cB,kjo5ytySneFC,delivered,2017-08-19 22:11:27,2017-08-19 22:25:21,2017-09-04 13:55:09,2017-09-20,-16.0,15.0,2017-08,2017,8,76630,florianopolis,SC
HTaaO3elpnYi,UvGRN5vn7AEJ,delivered,2017-03-13 15:48:42,2017-03-13 15:48:42,2017-03-27 12:54:35,2017-04-11,-15.0,13.0,2017-03,2017,3,2185,jundiai,SP
PyEFontQ4KVI,KlSMmlNAxPc8,delivered,2018-01-14 18:19:40,2018-01-14 18:28:34,2018-01-17 14:32:58,2018-01-30,-13.0,2.0,2018-01,2018,1,4658,campinas,SP
2jQswsRUVYkX,cxNuowBGtxEJ,delivered,2017-04-05 21:37:12,2017-04-05 21:45:19,2017-04-13 13:49:08,2017-05-11,-28.0,7.0,2017-04,2017,4,39370,sao carlos,SP
DNCFe6cZ1xmT,WfcqQUIpqDA0,delivered,2018-05-29 14:07:25,2018-05-29 14:39:27,2018-06-05 21:46:32,2018-07-20,-45.0,7.0,2018-05,2018,5,93525,rio de janeiro,RJ
e7GwXbccSHh7,nDNixdsHcrhk,delivered,2018-03-06 13:02:23,2018-03-08 02:15:51,2018-04-10 01:34:26,2018-03-26,15.0,34.0,2018-03,2018,3,70351,uberlandia,MG
ZAtzR1GVmNOO,sjw1ixsdtegB,delivered,2017-09-14 11:04:22,2017-09-14 12:05:10,2017-09-25 19:17:49,2017-10-03,-8.0,11.0,2017-09,2017,9,3617,brasilia,DF
VajQVDMr9hHf,c4mOS32Nzulr,delivered,2017-11-30 18:37:18,2017-11-30 18:50:51,2017-12-06 17:41:35,2017-12-18,-12.0,5.0,2017-11,2017,11,55580,sao paulo,SP
mC9vvWhBZ7wj,VzvkeRUPYTr1,delivered,2017-11-16 18:07:08,2017-11-18 02:28:42,2017-11-29 17:53:18,2017-12-11,-12.0,12.0,2017-11,2017,11,3821,belo horizonte,MG
pgTXaIbf8PGy,HnKm4mMZUYEu,delivered,2017-08-18 09:39:06,2017-08-18 09:50:26,2017-08-31 19:58:10,2017-09-12,-12.0,13.0,2017-08,2017,8,6504,rio de janeiro,RJ
wez70kcb7nd4,sdPswWentLma,delivered,2017-08-07 16:36:51,2017-08-07 17:20:06,2017-08-10 21:22:31,2017-09-05,-26.0,3.0,2017-08,2017,8,3644,criciuma,SC
gtG5kFNoHRPD,bWSII4biFgq6,delivered,2017-06-08 23:17:57,2017-06-08 23:25:16,2017-06-16 12:51:59,2017-07-06,-20.0,7.0,2017-06,2017,6,2279,sao paulo,SP
eGCDHMvTU516,mCMhqwljMWan,delivered,2017-02-12 21:09:27,2017-02-12 21:23:11,2017-02-16 04:47:35,2017-03-10,-22.0,3.0,2017-02,2017,2,12922,sao bernardo do campo,SP
w5R2OeFgIoTZ,IB89l63QrE59,delivered,2017-11-26 13:20:03,2017-11-26 13:31:02,2017-12-05 16:42:48,2017-12-15,-10.0,9.0,2017-11,2017,11,89982,itaporanga,SP
IVDeNirs87p0,BayVXmrnZHw8,delivered,2018-05-16 09:44:37,2018-05-16 09:57:27,2018-06-04 17:46:43,2018-06-18,-14.0,19.0,2018-05,2018,5,72600,taiobeiras,MG
JiVee0rDbEYG,KYfThso96f6W,delivered,2017-10-17 22:35:43,2017-10-17 22:50:04,2017-10-27 14:27:49,2017-11-08,-12.0,9.0,2017-10,2017,10,5106,sao jose dos campos,SP
1jAkDmIDi7js,ypQNrBWmmCEe,processing,2017-03-14 22:01:28,2017-03-14 22:01:28,,2017-04-26,,,2017-03,2017,3,2955,jatoba,PE
tjcV2lbfmAR5,ocLyGPSEwalU,delivered,2017-10-24 13:24:33,2017-10-24 13:35:24,2017-11-06 19:56:56,2017-11-13,-7.0,13.0,2017-10,2017,10,36050,ponte nova,MG
K7KCaJ4XYdbk,AAonqHL5mqsf,delivered,2017-07-11 18:17:11,2017-07-11 18:30:23,2017-07-14 20:09:57,2017-07-31,-17.0,3.0,2017-07,2017,7,45810,sao paulo,SP
RNgMnwqTCNMs,Lw7FXW9Qrzhn,delivered,2018-04-10 14:35:39,2018-04-11 05:50:32,2018-04-12 13:09:34,2018-04-20,-8.0,1.0,2018-04,2018,4,55525,suzano,SP
WhUbChTSf47y,CUSmrEXcXkut,delivered,2017-04-12 02:16:32,2017-04-12 02:25:12,2017-04-15 06:52:47,2017-05-04,-19.0,3.0,2017-04,2017,4,39450,sao paulo,SP
LOJGvw9nMuam,UZZEl0phR8hD,delivered,2018-03-28 13:55:28,2018-03-28 14:08:50,2018-04-06 20:38:25,2018-04-11,-5.0,9.0,2018-03,2018,3,18087,campinas,SP
qNJf993zW3M4,AkzgStr4pAi4,delivered,2018-04-05 22:07:30,2018-04-05 22:29:06,2018-04-13 15:49:35,2018-04-20,-7.0,7.0,2018-04,2018,4,65220,pedreira,SP
iQa4vk6lBALf,paYVixESxJRu,delivered,2017-11-23 19:21:19,2017-11-23 19:33:02,2017-11-27 19:38:36,2017-12-13,-16.0,4.0,2017-11,2017,11,50740,votuporanga,SP
2RfGY6KHuzqr,qFHNXAmHrWZV,delivered,2017-06-19 13:25:13,2017-06-19 13:35:27,2017-06-23 10:41:26,2017-06-30,-7.0,3.0,2017-06,2017,6,13302,sao paulo,SP
O0TPmg9O0Rc7,lGv30fo5j4df,delivered,2017-12-01 17:09:35,2017-12-01 17:30:26,2017-12-08 20:34:35,2017-12-27,-19.0,7.0,2017-12,2017,12,85815,sao bernardo do campo,SP
qK0KoNr0x4Fg,KBk6mynjqik2,delivered,2018-05-04 20:02:03,2018-05-04 20:15:21,2018-05-14 09:29:04,2018-06-01,-18.0,9.0,2018-05,2018,5,9332,queimados,RJ
ogOmj5yAdQYD,Ctopt6W0SkR5,delivered,2018-02-17 01:25:43,2018-02-17 02:07:49,2018-02-23 19:21:52,2018-03-13,-18.0,6.0,2018-02,2018,2,4042,curitiba,PR
vq7bkUY2jtJk,2LpV2UGe3wml,delivered,2017-12-27 13:17:07,2017-12-27 13:28:25,2018-01-17 21:29:08,2018-01-29,-12.0,21.0,2017-12,2017,12,27275,porangatu,GO
FglIJKV2a0S4,goeUEnJTQMvv,delivered,2017-11-08 00:35:46,2017-11-09 01:31:04,2017-12-12 17:22:30,2017-12-01,11.0,34.0,2017-11,2017,11,8720,teresina,PI
G1Bwer5WNAuU,rPOpBeDxYxCg,delivered,2017-11-24 23:27:21,2017-11-25 01:34:26,2017-12-12 14:38:42,2017-12-15,-3.0,17.0,2017-11,2017,11,3383,sao paulo,SP
HYda4NdMGkoM,4j581QYrIoPI,delivered,2018-01-29 16:10:36,2018-01-29 16:37:00,2018-02-20 12:35:58,2018-02-20,0.0,21.0,2018-01,2018,1,11081,rio de janeiro,RJ
cKfIy8OF7TXP,IrZtH3aq3YOo,delivered,2018-08-13 22:13:12,2018-08-13 22:25:10,2018-08-15 23:13:48,2018-08-17,-2.0,2.0,2018-08,2018,8,35054,santo andre,SP
3a6RjI7vDCp3,dsS3EqWxXElN,delivered,2018-03-08 16:36:14,2018-03-08 17:24:40,2018-03-26 22:11:47,2018-03-26,0.0,18.0,2018-03,2018,3,68530,lorena,SP
U72g8NSYgTZ0,NnYVNU1vLlXE,delivered,2017-07-06 10:06:37,2017-07-06 10:23:37,2017-07-24 19:17:37,2017-08-09,-16.0,18.0,2017-07,2017,7,39406,bezerros,PE
X3VRSTbLneP0,9Xh8zzUJycoo,delivered,2018-04-30 11:18:02,2018-04-30 11:35:37,2018-05-15 17:16:56,2018-05-28,-13.0,15.0,2018-04,2018,4,13190,juina,MT
xXdNz0WUUPjT,tIozLncnuOhE,delivered,2018-05-29 16:26:35,2018-05-29 16:51:33,2018-06-07 12:12:54,2018-06-29,-22.0,8.0,2018-05,2018,5,4170,caraguatatuba,SP
Ak5iHHC389Rx,iD3TH78q3MKk,delivered,2017-06-13 09:03:46,2017-06-14 02:05:13,2017-06-23 11:12:41,2017-07-04,-11.0,10.0,2017-06,2017,6,70361,blumenau,SC
u9KET0p1Q8no,PJtrvDAM0bFD,delivered,2017-05-28 23:36:23,2017-05-30 04:22:39,2017-06-06 09:24:52,2017-06-09,-3.0,8.0,2017-05,2017,5,74886,caieiras,SP
q9378JtUzgqq,9R5GCRwH6YEI,delivered,2018-06-10 22:58:41,2018-06-11 22:59:38,2018-06-15 12:38:39,2018-07-11,-26.0,4.0,2018-06,2018,6,88065,sao paulo,SP
xVeoZW18tcY9,wKT528HV9uur,delivered,2017-10-01 20:49:32,2017-10-01 21:07:02,2017-10-20 20:38:52,2017-10-31,-11.0,18.0,2017-10,2017,10,99034,sao paulo,SP
ppMdGEwwOama,APfj9iM8xz7Z,delivered,2018-01-19 13:54:38,2018-01-19 14:16:21,2018-01-29 21:25:06,2018-02-09,-11.0,10.0,2018-01,2018,1,41680,presidente prudente,SP
3KK3vwjHtT7Q,62q3qy9dbGTZ,delivered,2017-12-12 00:29:08,2017-12-12 01:31:21,2017-12-22 17:28:04,2018-01-11,-20.0,10.0,2017-12,2017,12,1121,mineiros,GO
gYrN6oq89x0I,xpe2mr1jiPBX,delivered,2018-04-26 07:49:45,2018-04-27 03:51:13,2018-05-04 20:38:52,2018-05-21,-17.0,8.0,2018-04,2018,4,4794,sao paulo,SP
ajYAkxR53QWX,CYynFUBbyu0i,delivered,2017-05-31 15:14:10,2017-06-01 03:55:17,2017-06-06 14:38:18,2017-06-14,-8.0,5.0,2017-05,2017,5,86800,santo andre,SP
AAr8WuntxWI4,zKmfu3wTcWDI,delivered,2018-03-02 17:11:54,2018-03-03 02:35:35,2018-03-09 19:41:54,2018-03-21,-12.0,7.0,2018-03,2018,3,8255,sao paulo,SP
pPIhgvGtQrCn,JfOvjJCNV26l,delivered,2018-05-25 16:23:48,2018-05-25 16:36:42,2018-06-10 17:02:21,2018-06-25,-15.0,16.0,2018-05,2018,5,3564,sao paulo,SP
KZkT12Mh9Nwy,N0vBI5TjAF48,delivered,2017-03-04 14:03:59,2017-03-04 14:15:13,2017-03-14 13:00:30,2017-03-29,-15.0,9.0,2017-03,2017,3,58075,rio de janeiro,RJ
